556,The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.,PE,443,7
559,The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,PE,446,7
560,The Disputes application shall support 350 concurrent users without any degradation of performance in the application.,PE,447,7
561, The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.,O,448,6
562,Monday  i Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST,O,448,6
563,The Disputes application shall interface with the Statement Database.,O,449,6
564,The Statement Database provides the transaction details to the Disputes System.,O,449,6
566,A primary database will be used to store cached data for active users.,O,450,6
570,The system shall be used by realtors with no training.,US,454,10
573,The product shall use symbols and words that are naturally understandable by the realtor community.,US,457,10
574,The product shall produce search results in an acceptable time,PE,458,7
575,The search results shall be returned no later 30      seconds  after the user has entered the search criteria,PE,459,7
576,The product shall generate a CMA report in an acceptable time.,PE,460,7
577,The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.,PE,461,7
578,The product shall synchronize contacts and appointments in an acceptable time.,PE,462,7
580, The product shall be available for use 24 hours per day  365 days  per year,A,464,0
581, Out of 1000 accesses to the system  the system is available 999 times.,A,465,0
583, The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.,FT,467,2
584,The product shall retain user preferences in the event of a failure.,FT,468,2
585,100% of saved user preferences shall be restored when system comes back online.,FT,469,2
586,The product shall be able to support multiple remote users,SC,470,8
587,The product shall be able support 1000 simultaneous users.,SC,471,8
588,The product shall be capable of handling the existing 1000 users.,SC,472,8
589,This number is expected to grow 5 times within the next year.,SC,472,8
591,90% of untrained realtors shall be able to install the product on their device without printed instructions,US,474,10
594,Every user of the system shall be authenticated and authorized.,SE,477,9
595,The product shall prevent its data from incorrect data being introduced.,SE,478,9
597,The user shall be able to get driving directions to a selected property,F,480,1
598,The user shall be able to download appointments and contact information for clients,F,481,1
599,The system shall display clear property images in the search results,F,482,1
600,system shall be able to handle all of the user requests/usage during business hours.,SC,483,8
602,The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,SC,485,8
603,The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,SC,486,8
604,The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,O,487,6
605,The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,O,488,6
608,The realtor shall be notified of new client appointments after automatic synchronization with office system,F,491,1
609,The realtor shall be able to retrieve a map showing property locations for a specified area,F,492,1
610,The system shall notify the realtor when a seller or buyer responds to an appointment request,F,493,1
611,The product shall allow the user to save the property search results.,F,494,1
614,The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,US,497,10
615,The number of mistakes noted by the students shall be decreased by 50% in the first year.,US,498,10
616,The system shall be intuitive to the Program Administrators/Nursing Staff Members.,US,499,10
617,2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,US,500,10
618,The system shall use symbols and words that are naturally understandable by the user community.,US,501,10
621,The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,PE,504,7
622,The system shall be available for use between the hours of 8am and 6pm.,A,505,0
623,The system shall operate within the Windows XP Professional operating system.,O,506,6
624,The system shall interface with CampusConnect is central server,O,507,6
