557,The application shall have a downtime of at most 10 minutes per year.,A,444,0
558,The application shall run on a web application server.,O,445,6
559,The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,PE,446,7
560,The Disputes application shall support 350 concurrent users without any degradation of performance in the application.,PE,447,7
561, The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.,O,448,6
562,Monday  i Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST,O,448,6
563,The Disputes application shall interface with the Statement Database.,O,449,6
564,The Statement Database provides the transaction details to the Disputes System.,O,449,6
566,A primary database will be used to store cached data for active users.,O,450,6
567,The system shall achieve 95% up time.,A,451,0
568,The system shall have a professional appearance,LF,452,4
569,The product shall have a consistent color scheme and fonts.,LF,453,4
571,The system shall be intuitive and self explanatory.,US,455,10
574,The product shall produce search results in an acceptable time,PE,458,7
577,The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.,PE,461,7
578,The product shall synchronize contacts and appointments in an acceptable time.,PE,462,7
580, The product shall be available for use 24 hours per day  365 days  per year,A,464,0
581, Out of 1000 accesses to the system  the system is available 999 times.,A,465,0
582,The product shall operate in offline mode whenever internet connection is unavailable.,FT,466,2
583, The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.,FT,467,2
586,The product shall be able to support multiple remote users,SC,470,8
587,The product shall be able support 1000 simultaneous users.,SC,471,8
588,The product shall be capable of handling the existing 1000 users.,SC,472,8
589,This number is expected to grow 5 times within the next year.,SC,472,8
590,The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,US,473,10
592,The product is expected to run on Windows CE and Palm operating systems.,O,475,6
593,Only registered realtors shall be able to access the system.,SE,476,9
594,Every user of the system shall be authenticated and authorized.,SE,477,9
595,The product shall prevent its data from incorrect data being introduced.,SE,478,9
596,The system shall allow a real estate agent to query MLS information,F,479,1
598,The user shall be able to download appointments and contact information for clients,F,481,1
599,The system shall display clear property images in the search results,F,482,1
600,system shall be able to handle all of the user requests/usage during business hours.,SC,483,8
601,The system shall cater to 10 simultaneous users from 9am to 5pm.,SC,484,8
604,The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,O,487,6
605,The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,O,488,6
606,A secondary database will be used to store historical statistics and data.,O,489,6
607,The system shall be able to call the seller or buyer to schedule an appointment,F,490,1
608,The realtor shall be notified of new client appointments after automatic synchronization with office system,F,491,1
610,The system shall notify the realtor when a seller or buyer responds to an appointment request,F,493,1
611,The product shall allow the user to save the property search results.,F,494,1
612,The system shall be easy to use by the Program Administrators/Nursing Staff Members.,US,495,10
613,All of the users shall be able to use the system after one day of training.,US,496,10
614,The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,US,497,10
615,The number of mistakes noted by the students shall be decreased by 50% in the first year.,US,498,10
617,2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,US,500,10
620,Staff members shall be able to complete a set of tasks in a timely manner.,PE,503,7
621,The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,PE,504,7
622,The system shall be available for use between the hours of 8am and 6pm.,A,505,0
623,The system shall operate within the Windows XP Professional operating system.,O,506,6
625,The system shall interface with the faculty central server.,O,508,6
